id,recorded_day,air_pressure,max_temp,temperature,min_temp,dew_point,humidity,cloud_cover,wind_speed,raining
2014,190,1005.6,32.3,29.1,26.9,25.8,74,72,11.2,no
2015,191,1006.2,33.8,30.3,28.3,26.4,81,87,21.8,no
2016,192,1010,33.3,30.4,27.6,25.9,82,83,10.2,yes
2017,193,1008.3,33,30.6,29,26,,,13.9,yes
2018,194,1006.6,33.7,29.1,27.5,25.3,79,78,23.7,yes
2019,195,1009.7,32.8,30.2,28.9,25.4,78,43,10.2,no
2020,196,1008.1,33.9,30.1,27,24.8,76,49,10,yes
2021,197,1007.5,32.9,29.7,27.9,24.4,78,38,17.3,yes
2022,198,1005.8,33.4,30.2,28.1,24.3,80,78,20.8,yes
2023,199,1008.4,32.9,30.2,28.6,25.3,,,19.6,yes
2024,200,999,35.1,31,26.8,26.1,77,57,20.9,no
2025,201,1009.5,32.3,29.2,27.8,24.6,84,72,12,no
2026,202,1010.7,31.9,28.9,26.7,25.7,84,81,6.6,yes
2027,203,1005.5,31.1,28.7,26.9,24.5,82,84,12.1,yes
2028,204,1008.1,31.2,28.6,25.3,25.4,76,46,12.6,no
2029,205,1009.9,31.9,28.8,27.4,26.1,84,88,17.2,yes
2030,206,1011.1,30.9,27.5,25.4,25.4,89,82,16.3,yes
2031,207,1009.1,30.2,27.9,26.3,25.3,87,84,14,yes
2032,208,1006.7,31.7,28.2,27,25,88,80,14.3,yes
2033,209,1008.9,30.6,27.2,25.5,26.6,87,88,12.5,yes
2034,210,1006.9,32.1,29.4,27.2,24.7,84,86,12.4,yes
2035,211,1008.8,33,30.3,28,25.2,78,72,16,yes
2036,212,1008.2,32.2,28.7,26.4,24.3,79,78,9.8,yes
2037,213,1008.3,32.5,28.6,26.6,25.3,80,77,24.4,yes
2038,214,1008.3,34.4,30.3,28.7,25.3,77,43,13.8,no
2039,215,,30.6,27.8,25.2,25.2,,,12.4,yes
2040,216,999,32.8,29.1,26.8,26,84,51,11.8,yes
2041,217,1008.1,29.8,27.8,25.5,23.3,86,82,14.1,yes
2042,218,1008.5,33.4,29,25.9,23.3,74,32,22.8,no
2043,219,1005.6,34.7,30,29,26,84,83,16.5,yes
2044,220,1008.5,31.2,28.4,26.9,25,89,88,11.7,yes
2045,221,1008.1,31.4,28.4,26.3,24.9,82,80,7.4,yes
2046,222,1008.5,31.7,28.2,26.5,24.2,87,87,13.2,yes
2047,223,1007.9,34.2,30.1,27.8,24.7,74,72,8.9,no
2048,224,1006.7,32.8,30.1,28.1,24.3,74,23,12.4,no
2049,225,1006,28.9,26.1,24.6,24.9,82,81,9.1,yes
2050,226,1000.3,28.7,26,24.7,23.3,86,83,20.2,yes
2051,227,1012.5,27.8,25.9,24.5,23.8,89,81,19.8,yes
2052,228,1012,28.1,25.9,24.5,23.3,78,83,19.4,yes
2053,229,1013,30.9,29.7,28,25,78,84,23.4,yes
2054,230,1009.9,29.1,26.7,25.4,25.4,89,85,22,yes
2055,231,1003.8,29.1,28.7,27.7,24.5,93,84,27.1,yes
2056,232,1011.1,33,30.1,27.5,24.2,70,39,28.3,no
2057,233,1005.3,31,27.2,26.2,24.9,82,86,28.7,yes
2058,234,1011.2,28.3,26.4,25.5,24.8,82,79,13.7,yes
2059,235,1008.2,28.4,26.8,24.7,24.3,92,88,15.9,yes
2060,236,1013,29.4,26.5,24.8,22.3,76,84,5.9,yes
2061,237,1011.4,29.1,26.8,24.9,22.1,75,46,9.1,yes
2062,238,1006.7,31.9,29.2,26.2,25.4,81,84,33.5,yes
2063,239,1011.4,31.9,28.7,26.8,24.5,81,69,29.3,yes
2064,240,1014.4,30.5,27.2,26,25.2,88,83,20,yes
2065,241,1011.1,31,28.1,26.8,24.9,78,60,12,yes
2066,242,1008.4,28.9,26.9,25.4,25.4,89,88,39.7,yes
2067,243,1008.8,32,29.1,27.4,25.4,86,84,35.3,yes
2068,244,1011.1,28.6,26.8,25.4,23.9,84,78,9.8,yes
2069,245,1008.2,32.8,29.4,26.6,25.9,84,88,28.9,yes
2070,246,1010.4,31,28,26.5,23.3,85,58,14.5,no
2071,247,1006.7,30.8,28.1,26.9,25.9,87,53,37,no
2072,248,1013,30.2,28.1,26.2,24.1,80,70,14.8,no
2073,249,1011.5,30.5,27.4,25.5,23.8,76,53,28.6,yes
2074,250,1008.1,32.1,28.1,26.7,24.8,79,78,39.3,yes
2075,251,1013.3,30.9,28.3,26.6,21.2,75,32,25,no
2076,252,1010.3,29.4,27.9,26.6,23.1,79,81,8.9,yes
2077,253,1008.9,32.3,29.1,26.2,25.4,,,11.9,yes
2078,254,1006.7,32.8,29.6,25.5,20.9,75,38,12.8,no
2079,255,1008.1,31.7,28.1,26.8,24.9,81,88,13.6,yes
2080,256,1007.3,31.2,28,26.2,25,86,83,52.8,yes
2081,257,,32.7,29,27,25.8,,,44.7,yes
2082,258,1012.7,28.4,26.9,24.3,23.1,81,85,30.4,yes
2083,259,1006.8,30.9,27.6,25.4,26,97,88,30,yes
2084,260,1005.7,27.9,26.1,25.9,24.5,94,87,35.8,yes
2085,261,1008.4,31.1,28.3,26,25.4,86,83,34,yes
2086,262,1013.1,30.1,26,24.4,24.8,81,56,21.9,yes
2087,263,1007.6,28.2,25.5,23.9,21.6,68,39,8.7,no
2088,264,1013.5,28.6,25.8,22.4,24.7,79,84,8.3,no
2089,265,1015.5,30.2,27.7,24.5,20.9,76,68,8.3,no
2090,266,1018.9,31,28.7,26.6,24.8,85,53,14.7,no
2091,267,1008.8,27.5,25.4,24.9,23.2,92,95,25.1,yes
2092,268,1013.7,29.2,25.3,23.1,20.7,77,19,10.3,no
2093,269,1015.4,31.8,28,26.4,24.7,79,72,20.2,no
2094,270,1016.8,31.2,28.7,27,23.1,,,25,yes
2095,271,1012.4,27,24.8,22.3,21.9,85,85,39.7,yes
2096,272,1015.6,29.6,25.5,23.3,20.9,75,47,9,yes
2097,273,1013.3,30.3,26.8,24.5,19.3,70,50,8,yes
2098,274,1018.9,27.2,25.6,24.4,23.2,83,84,16,yes
2099,275,1014.5,24.8,22.4,20.4,20.7,95,85,38,yes
2100,276,,23.6,21.1,19.6,19.6,,,21.6,yes
2101,277,1017.1,26.9,25.5,24.3,23.1,93,77,28.3,yes
2102,278,1010.9,27.6,24.5,22.4,19,74,61,14.7,yes
2103,279,1014.9,26.2,24.5,24,21.4,78,82,37.5,yes
2104,280,1016.8,26.9,24.3,23.8,22.1,81,83,21.3,yes
2105,281,1014.5,24.2,22,21.8,21.8,83,84,25.9,yes
2106,282,,27.9,,24.3,21.1,,,,yes
2107,283,,28.9,25.4,23.4,19.6,,,22.8,no
2108,284,1019.1,26.4,23.1,21,19.1,79,69,19.4,yes
2109,285,1019.9,26.9,24,23.2,19.9,83,69,9.1,yes
2110,286,1019.1,25.4,23.1,22.1,16.3,82,59,29.6,no
2111,287,1017.1,29.6,25.8,24.5,19.3,79,46,20.5,yes
2112,288,1013.8,28.2,25.8,23.4,21.4,70,53,33.5,no
2113,289,1013.9,29.1,25.2,23,22.4,81,70,32.4,yes
2114,290,,29.8,26.8,24.5,21.1,,,24.4,no
2115,291,1012.3,29.1,26.8,24,23.4,83,74,20.5,yes
2116,292,1018.4,26.9,24.7,22.6,21.4,82,86,21.6,yes
2117,293,1019.6,25.9,23.3,21,22.3,79,85,24.9,yes
2118,294,1012.4,27.7,25.8,24.4,22.1,82,87,40.8,yes
2119,295,1016.5,26.2,23.9,22.3,19.3,79,74,10.7,yes
2120,296,1019.5,24.8,22.6,20.3,17.8,78,84,22.1,yes
2121,297,,24.9,23.8,20.6,18.5,,,25.1,yes
2122,298,1017.8,26.9,24.9,22.7,21.1,91,79,12.5,yes
2123,299,1017.4,26.5,24.8,23.8,22.5,87,77,44.7,yes
2124,300,1017.7,28.2,25.2,23.1,22.9,87,81,14.8,yes
2125,301,1014.9,26.1,24.4,23.1,23.2,89,88,29.6,yes
2126,302,1019.1,29.4,25.8,23.3,18.5,90,80,10.2,yes
2127,303,1016.4,26.3,23.7,21,22.3,81,84,8,yes
2128,304,1017.2,25.6,23.5,21,19.9,88,75,28.8,yes
2129,305,1018.8,26.4,24.7,23.3,21.3,85,82,19.7,yes
2130,306,1017,27.8,25.6,24.5,23.2,87,84,11.7,yes
2131,307,1016.2,26.5,24.8,24.4,22.4,84,87,37.5,yes
2132,308,1014.3,27.8,26.4,25.5,21.4,81,88,26.4,yes
2133,309,1015.4,26.8,23.3,22.4,18.4,82,82,37.9,yes
2134,310,1017.6,22.3,20,18.3,18,77,87,14,yes
2135,311,1014.3,22.3,21.1,19.1,19.9,91,79,20,yes
2136,312,1020.8,21.1,18.7,15.9,13.9,75,46,15.8,no
2137,313,1014.8,21.3,20.4,18,18.4,86,84,26.5,yes
2138,314,1017.7,22.4,21,19.1,19.4,85,77,31.2,yes
2139,315,1015.7,23.2,20.6,19.6,18.1,91,85,20,yes
2140,316,1021.8,25.1,22.6,18.2,17.8,68,34,15.3,no
2141,317,1016.8,25.3,22.5,20,19.9,81,90,12.5,yes
2142,318,1014.6,23.2,22.2,20.7,17.3,90,89,37.5,yes
2143,319,1015.2,22.3,20.4,19.9,19.1,90,90,21.6,yes
2144,320,1021.5,21.1,17.7,15.6,11.2,77,89,14.1,yes
2145,321,1022.8,22.6,18.5,17.2,13.3,75,88,28,yes
2146,322,1019.4,20.4,18.5,17,14.2,85,88,19.8,yes
2147,323,1018.2,22.9,20.8,19.6,19.6,94,84,20.3,yes
2148,324,1017,21.9,20.4,19.3,18.6,95,83,24.8,yes
2149,325,1019.1,19.6,17.6,17.1,16.1,92,84,33.4,yes
2150,326,1020.8,21.2,19.9,17.1,15.6,77,88,15.5,yes
2151,327,1016.8,19.9,18.2,17.2,16.8,85,93,26.4,yes
2152,328,1016.8,25.1,21.6,19.4,18.6,78,84,17.2,yes
2153,329,1016.6,24.1,22.4,20.5,17.3,78,61,29.8,yes
2154,330,1022.3,18.4,16.8,15,12.1,78,78,25.9,yes
2155,331,1020.4,17.4,15.2,14,-0.3,45,17,15.4,no
2156,332,1022.4,19.2,16.7,13.7,3.5,70,47,35.6,no
2157,333,1020.3,17.3,13.7,11.3,10.1,84,88,12.4,yes
2158,334,1024.4,17.6,16.1,15.2,8.9,64,81,48,yes
2159,335,1020.6,16.2,15.3,14.9,12.1,79,86,22.5,yes
2160,336,1020.3,20.2,16.8,14.5,11.9,72,88,27.3,yes
2161,337,1022.4,16.2,15.2,12.7,9.2,78,88,35.8,yes
2162,338,1022.8,17.5,15.5,14.2,10,78,78,25,no
2163,339,1021.3,16.5,15.6,14,12.8,85,83,24.3,yes
2164,340,1017.7,17.3,16.6,15.4,13.5,84,93,43.8,yes
2165,341,1019.8,16.5,15.2,13.8,11.2,76,93,39.5,yes
2166,342,1019.4,17.1,15,14.8,12.5,75,88,20.4,yes
2167,343,,19.7,17.7,15.2,9.8,,,37.9,yes
2168,344,1025.4,17.5,16.5,15.3,6.6,64,85,27,yes
2169,345,1016.3,16.3,16.5,15.8,16.6,91,83,29.8,no
2170,346,1024.1,19.3,18.3,17.3,18.8,77,84,31.8,yes
2171,347,1018.4,21.4,20.9,20.3,19.9,91,84,23.7,yes
2172,348,1016.8,21.9,20,19.7,18.8,90,88,34.8,yes
2173,349,1022.2,17.5,16.5,15.9,13.3,77,88,24.2,yes
2174,350,1020.8,20.1,16.8,14.8,8.8,70,78,14.7,no
2175,351,1017,20.9,18.8,17.8,15,79,83,20,no
2176,352,1020,21.1,18.1,17,14.3,78,88,33.2,yes
2177,353,,19.9,18.8,17.6,16.7,,,18.6,no
2178,354,1016.4,22.9,20.5,19.7,17.3,79,81,25.9,yes
2179,355,1021.2,20.9,18.9,17.2,16.6,79,88,26.7,yes
2180,356,1017.1,22.3,20.8,19.1,18.9,76,78,14.2,yes
2181,357,1021.8,22.9,20.8,19.2,15.5,76,49,35.6,no
2182,358,1022.6,18.5,16.8,15.8,12.1,80,88,24.4,yes
2183,359,1016.9,18.4,16.4,15.3,13.6,79,84,38,yes
2184,360,1015.8,20.9,18.8,17.6,17.7,78,88,30.6,yes
2185,361,1014.6,23.2,20.6,19.1,19.9,97,88,22.1,yes
2186,362,1012.4,17.2,17.3,16.3,15.3,91,88,35.3,yes
2187,363,1013.3,19,16.3,14.3,12.6,79,79,32.9,yes
2188,364,1022.3,16.4,15.2,13.8,14.7,92,93,18,yes
2189,365,1013.8,21.2,19.1,18,18,89,88,48,yes
